"","id_proyecto","nombre_del_proyecto","nombre_ocad","region","departamento","sector_suifp","programa","subprograma","avance_fisico","avance_financiero","estado_detalle","estado_general","anno","valor_sgr","valor_nación","valor_otros","total_proyecto","pctg_sgr"
"103","id_340036","MEJORAMIENTO DE LAS VIAS TERCIARIAS EN LA VEREDA SANTA BARBARA SECTOR ZARAGOZA DEL MUNICIPIO DE  ARBELÁEZ","Cundinamarca - Arbelaez","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",93.33,99.97,"Cerrado","Terminado",2017,123971,0,0,123971,100
"104","id_981374","MEJORAMIENTO DE LAS VÍAS TERCIARIAS DE LAS VEREDAS SANTA HELENA, SANTA LUCIA, GUASIMAL, SABANETA, CARRIZAL, SAN RAIMUNDO DE LA ZONA RURAL DEL MUNICIPIO DE GRANADA,   CUNDINAMARCA","Cundinamarca - Granada","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,100,"Cerrado","Terminado",2019,237001,0,0,237001,100
"105","id_524077","CONSTRUCCIÓN DE PLACA HUELLAS EN LAS VÍAS TERCIARIAS DE LAS VEREDAS TRIGO, PUEBLO VIEJO Y RESGUARDO, DEL MUNICIPIO DE GUAYABAL DE SÍQUIMA - DEPARTAMENTO DE  CUNDINAMARCA","Cundinamarca - Guayabal De Siquima","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",91.09,100,"Cerrado","Terminado",2018,218136,0,0,218136,100
"106","id_382324","CONSTRUCCIÓN DE PLACA HUELLA EN LA VEREDA MINIPI, SECTOR MATEPIÑUELA EN EL MUNICIPIO DE LA PEÑA,  CUNDINAMARCA","La Pena","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.96,"Cerrado","Terminado",2017,319778,0,0,319778,100
"107","id_998119","MEJORAMIENTO DE VÍA TERCIARIA QUE COMUNICA LA VEREDA COYABO CON LA VEREDA BUENOS AIRES DESDE EL SECTOR EL NOPAL HASTA EL SECTOR LA VIRGEN DEL MUNICIPIO DE LA PEÑA,  CUNDINAMARCA","La Pena","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.07,"Cerrado","Terminado",2019,209067,0,0,209067,100
"108","id_496680","MEJORAMIENTO DE LA VÍA QUE CONDUCE DE LENGUAZAQUE A LIMITES CUCUNUBA MUNICIPIO DE  LENGUAZAQUE, CUNDINAMARCA","Cundinamarca - Lenguazaque","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.81,"Cerrado","Terminado",2018,81170,0,1637,82807,98
"109","id_357308","CONSTRUCCIÓN DE PLACA HUELLA EN LAS VEREDAS CÁLAMO, CAÑADITAS, CHAGUANI, TOBIA GRANDE Y CAÑADAS QUE COMUNICAN CON EL CASCO URBANO DELMUNICIPIO DE NIMAIMA,  CUNDINAMARCA","Cundinamarca - Nimaima","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.98,"Cerrado","Terminado",2017,173060,0,0,173060,100
"110","id_302851","CONSTRUCCIÓN DE PLACA HUELLA EN LAS VEREDAS GUAMAL ALTO Y GUAMAL BAJO EN EL MUNICIPIO DE   QUETAME","Cundinamarca - Quetame","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.97,"Cerrado","Terminado",2017,200224,0,0,200224,100
"111","id_352412","MEJORAMIENTO DE VÍAS RURALES, MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLAS EN EL MUNICIPIO DE   SESQUILÉ","Cundinamarca - Sesquile","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,93.07,"Cerrado","Terminado",2017,498840,0,0,498840,100
"112","id_496001","MEJORAMIENTO DE VÍA TERCIARIA MEDIANTE EL USO DE PLACA HUELLA EN LA VEREDA RESGUARDO DEL MUNICIPIO DE TIBIRITA  CUNDINAMARCA","Cundinamarca - Tibirita","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,94.59,"Cerrado","Terminado",2018,72244,0,0,72244,100
"113","id_524353","MEJORAMIENTO DE VÍAS TERCIARIAS MEDIANTE EL USO DE PLACA HUELLA EN EL SECTOR RURAL DEL MUNICIPIO DE YACOPÍDEPARTAMENTO DE   CUNDINAMARCA","Cundinamarca - Yacopi","Centro Oriente","Cundinamarca","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,100,"Cerrado","Terminado",2018,719108,0,0,719108,100
"114","id_337984","ESTUDIOS Y DISEÑOS DEL PUENTE VEHICULAR Y OBRAS COMPLEMENTARIAS, SOBRE EL CAÑO AGUA BONITA MEDIA, REA RURAL DEL MUNICIPIO DE CALAMAR, GUAVIARE.","Departamento De Guaviare","Del Llano","Guaviare","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.89,"Cerrado","Terminado",2017,96333,0,0,96333,100
"115","id_500829","CONSTRUCCIÓN DE OBRAS DE INFRAESTRUCTURA VIAL PARA MEJORAR LA TRANSITABILIDAD RURAL  EN  LOS MUNICIPIOS DE SAN JOSE DEL GUAVIARE Y EL RETORNO, DEPARTAMENTO DEL   GUAVIARE","Región Del Llano","Del Llano","Guaviare","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",99.73,99.71,"Cerrado","Terminado",2018,1071238,0,0,1071238,100
"116","id_274581","CONSTRUCCIÓN DE PLACA HUELLA ZONA RURAL DEL MUNICIPIO DE PALESTINA DEPARTAMENTO DEL HUILA.","Departamento De Huila","Centro Sur","Huila","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,100,"Cerrado","Terminado",2016,536951,0,34926,571877,93.9
"117","id_432967","CONSTRUCCIÓN PUENTES SOBRE LA QUEBRADA  AGUACATAL,  LA QUEBRADA LA ISLA Y LA QUEBRADA ZAPATERO EN EL MUNICIPIO DE   LA PLATA","Huila - La Plata","Centro Sur","Huila","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,100,"Cerrado","Terminado",2017,572757,0,0,572757,100
"118","id_372886","CONSTRUCCIÓN DE PLACA HUELLA VEREDA LA LAJA Y ALTO CALOTO DEL MUNICIPIO DE PAICOL DEPARTAMENTO DEL  HUILA","Huila - Paicol","Centro Sur","Huila","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.91,"Cerrado","Terminado",2017,158136,0,0,158136,100
"119","id_1034053","CONSTRUCCIÓN PLACA HUELLA PARA LA PAZ MUNICIPIO DE  PAICOL, HUILA","Huila - Paicol","Centro Sur","Huila","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.98,"Cerrado","Terminado",2019,82534,0,0,82534,100
"120","id_756323","CONSTRUCCIÓN DE PAVIMENTO EN CONCRETO RIGIDO PARA LOS CENTROS POBLADOS DE GALLARDO Y GUAYABAL DEL MUNICIPIO DE SUAZA DEPARTAMENTO DEL   HUILA","Huila - Suaza","Centro Sur","Huila","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.96,"Cerrado","Terminado",2018,537513,0,0,537513,100
"121","id_288365","REHABILITACIÓN Y MEJORAMIENTO DE LA VÍA QUE VA DESDE URIBIA AL CERRO DE LA TETA MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLA, EN EL MUNICIPIO DE  URIBIA","La Guajira - Uribia","Caribe","La Guajira","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.97,"Cerrado","Terminado",2017,250485,0,0,250485,100
"122","id_503800","CONSTRUCCIÓN DE PLACA HUELLA PARA EL MEJORAMIENTO DE LAS VÍAS TERCIARIAS EN LA VÍA A LA COMUNIDAD INDÍGENA DE PUAY, MUNICIPIO DE    URIBIA, LA GUAJIRA","La Guajira - Uribia","Caribe","La Guajira","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.94,"Cerrado","Terminado",2018,483555,0,0,483555,100
"123","id_637763","CONSTRUCCIÓN DE PLACA HUELLA PARA EL MEJORAMIENTO DE LAS VÍAS TERCIARIAS EN LA VÍA A LA COMUNIDAD INDIGENA DE SAMURRERAP MUNICIPIO DE   URIBIA, LA GUAJIRA","La Guajira - Uribia","Caribe","La Guajira","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.98,"Cerrado","Terminado",2018,499502,0,0,499502,100
"124","id_997739","MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL MEDIANTE PLACA HUELLA EN LA VÍA QUE CONDUCE, ENTRE LA SALIDA DE LA PLANTA DE TRATAMIENTO DE AGUA POTABLE PTAP DEL SISTEMA DE ACUEDUCTO,  AL CASCO URBANO DEL MUNICIPIO DE VILLANUEVA DEPARTAMENTO DE   LA GUAJIRA","La Guajira - Villanueva","Caribe","La Guajira","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.98,"Cerrado","Terminado",2019,160111,0,0,160111,100
"125","id_636503","MANTENIMIENTO MEJORAMIENTO Y ADECUACIÓN DE LA VIA QUE DESDE EL PUNTO DENOMINADO PUENTE AMARILLO CONDUCE A LA VEREDA NUEVO PROGRESO DEL MUNICIPIO DE  SAN JUAN DE ARAMA","Meta - San Juan De Arama","Del Llano","Meta","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,100,"Cerrado","Terminado",2018,30349,0,0,30349,100
"126","id_1041316","MEJORAMIENTO VIAL MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLA EN EL TRAMO DE LA VEREDA SAN LUIS DEL MUNICIPIO DE SAN JOSE DE  ALBÁN, NARIÑO","Nariño - Alban/San Jose","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.99,"Cerrado","Terminado",2019,81112,0,0,81112,100
"127","id_337371","CONSTRUCCIÓN PLACA HUELLA EN LA VÍA CAUPUERÁN - SANTA MARÍA, MUNICIPIO DE   ALDANA","Nariño - Aldana","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.99,"Cerrado","Terminado",2017,65710,0,0,65710,100
"128","id_701520","CONSTRUCCIÓN DE PLACA HUELLA PARA EL MEJORAMIENTO DE LA VÍA DE ACCESO ROSAFLORIDA SUR MUNICIPIO DE  ARBOLEDA, NARIÑO","Nariño - Arboleda/Berruecos","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.99,"Cerrado","Terminado",2018,149998,0,0,149998,100
"129","id_702903","CONSTRUCCIÓN PLACA HUELLA DE LA VÍA QUE COMUNICA A BERRUECOS CON LA VEREDA CHIRIURCO EN EL MUNICIPIO DE   ARBOLEDA","Nariño - Arboleda/Berruecos","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.89,"Cerrado","Terminado",2019,151935,0,0,151935,100
"130","id_369521","CONSTRUCCIÓN DE PAVIMENTO RÍGIDO DE VÍAS URBANAS EN LA AVENIDA LLORENTE ENTRE CARRERAS 11 Y 12 EN EL MUNICIPIO DE  CUMBAL","Nariño - Cumbal","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,98.6,"Cerrado","Terminado",2017,111132,0,0,111132,100
"131","id_454478","CONSTRUCCIÓN DE PLACA HUELLA EN LA VEREDA BELÉN DEL MUNICIPIO DE EL TABLÓN DE GÓMEZ DEPARTAMENTO DE  NARIÑO","Nariño - El Tablon De Gomez","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100.12,99.96,"Cerrado","Terminado",2017,72825,0,0,72825,100
"132","id_996913","MEJORAMIENTO CON PLACA HUELLA DE LAS CONDICIONES DE MOVILIDAD Y TRANSITABILIDAD DE UN TRAMO DE LA VÍA DEL CORREGIMIENTO DE LA CUEVA, MUNICIPIO DE  EL TABLON","Nariño - El Tablon De Gomez","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.97,"Cerrado","Terminado",2019,83332,0,0,83332,100
"133","id_998136","ADECUACIÓN MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLA DE LA ENTRADA AL COLISEO DE APONTE MUNICIPIO DE EL TABLÓN DE GÓMEZ  - DEPARTAMENTO DE  NARIÑO","Nariño - El Tablon De Gomez","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,100,"Cerrado","Terminado",2019,51497,0,0,51497,100
"134","id_1011096","ADECUACIÓN MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLA DE LA VÍA DE ACCESO A LA VEREDA LAS ARADAS, CORREGIMIENTO DE LA CUEVA, MUNICIPIO DE EL TABLÓN DE GÓMEZ, DEPARTAMENTO DE  NARIÑO","Nariño - El Tablon De Gomez","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,100,"Cerrado","Terminado",2019,48667,0,0,48667,100
"135","id_1009506","ADECUACIÓN MEDIANTE LA CONSTRUCCIÓN DE PAVIMENTO EN CONCRETO RÍGIDO DE LA VÍA SALIDA A LA VICTORIA EN EL CASCO URBANO DEL MUNICIPIO DE EL TABLÓN DE GÓMEZ-  NARIÑO","Nariño - El Tablon De Gomez","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.99,"Cerrado","Terminado",2019,128992,0,0,128992,100
"136","id_372952","CONSTRUCCIÓN PLACA HUELLA EN VÍA TERCIARIA QUE DE LA VEREDA CUATRO ESQUINAS CONDUCE AL SECTOR LA INMACULADA DEL MUNICIPIO DE GUAITARILLA -  NARIÑO","Nariño - Guaitarilla","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.98,"Cerrado","Terminado",2017,94170,0,0,94170,100
"137","id_1010048","PAVIMENTACIÓN EN CONCRETO HIDRÁULICO DEL CENTRO POBLADO DE LA VEREDA BELLAVISTA-CORREGIMIENTO EL RODEO- MUNICIPIO DE LA FLORIDA DEPARTAMENTO DE  NARIÑO","Nariño - La Florida","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",99.86,99.86,"Cerrado","Terminado",2019,53333,0,0,53333,100
"138","id_592021","CONSTRUCCIÓN DE CALLE PUENTE PARA EL TRANSITO PEATONAL EN EL RESGUARDO INDIGENA SAN JUAN PAMPON ZONA RURAL DEL MUNICIPIO DE LA TOLA, DEPARTAMENTO DE   NARIÑO","Nariño - La Tola","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,100,"Cerrado","Terminado",2018,178367,0,0,178367,100
"139","id_455722","MEJORAMIENTO Y CONSTRUCCIÓN EN PLACA HUELLA DE LA VÍA YAMUESQUER K0+000 AL K0+435, MUNICIPIO DE  POTOSÍ","Nariño - Potosi","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.98,"Cerrado","Terminado",2017,167156,0,0,167156,100
"140","id_382253","CONSTRUCCIÓN PAVIMENTO EN PLACA HUELLA DE LA VIA PROVIDENCIA - EL ROSARIO ALTO. MUNICIPIO DE PROVIDENCIA - DEPARTAMENTO DE  NARIÑO","Nariño - Providencia","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.95,"Cerrado","Terminado",2017,244928,0,0,244928,100
"141","id_638372","MEJORAMIENTO DEL TRAMO VIAL RICAURTE-SAN PABLO MEDIANTE EL USO DE PLACA HUELLA DEL K 0+100 AL K 0+540, MUNICIPIO DE  RICAURTE","Nariño - Ricaurte","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.99,"Cerrado","Terminado",2018,216642,0,0,216642,100
"142","id_453236","PAVIMENTACIÓN DE LA AVENIDA PERIMETRAL SESQUICENTENARIO DEL MUNICIPIO DE SAMANIEGO, DEPARTAMENTO DE  NARIÑO","Nariño - Samaniego","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",93.11,100,"Cerrado","Terminado",2017,766665,0,0,766665,100
"143","id_526396","MEJORAMIENTO DE LAS VIAS TERCIARIAS EN EL MUNICIPIO DE   SAMANIEGO","Nariño - Samaniego","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.96,"Cerrado","Terminado",2018,485667,0,0,485667,100
"144","id_788178","MEJORAMIENTO EN PLACA HUELLA DE LA VÍA VEREDA LLANOS CHIQUITOS MUNICIPIO DE  SAN PABLO","Nariño - San Pablo","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.95,"Cerrado","Terminado",2019,68351,0,0,68351,100
"145","id_699129","ADECUACIÓN MEDIANTE LA CONSTRUCCIÓN DE PLACA HUELLA DE LAS VÍAS DE LAS VEREDAS BUENOS AIRES Y ARENAL DEL MUNICIPIO DE  SAN PEDRO DE CARTAGO","Nariño - San Pedro De Cartago","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.82,"Cerrado","Terminado",2018,204249,0,0,204249,100
"146","id_1004223","CONSTRUCCIÓN DE PLACA HUELLA EN LA VÍA INGENIO CENTRO - PLAN INGENIO DEL MUNICIPIO DE  SANDONÁ, NARIÑO","Nariño - Sandona","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.88,"Cerrado","Terminado",2019,46688,0,0,46688,100
"147","id_508766","MEJORAMIENTO DE LAS VÍAS TERCIARIAS DEL MUNICIPIO DE   SANTA CRUZ","Nariño - Santa Cruz/Guachaves","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.92,"Cerrado","Terminado",2018,397038,0,0,397038,100
"148","id_334968","CONSTRUCCIÓN DE PLACA HUELLA EN LAS VÍAS TERCIARIAS DE LA FLORESTA Y EL ESPINO EN EL MUNICIPIO DE  SAPUYES","Nariño - Sapuyes","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.99,"Cerrado","Terminado",2017,126272,0,0,126272,100
"149","id_377564","CONSTRUCCIÓN PLACA HUELLA Y OBRAS DE DRENAJE DE LA VÍA VEREDA TAMBORCILLO MUNICIPIO DE TANGUA   NARIÑO","Nariño - Tangua","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.96,"Cerrado","Terminado",2017,108125,0,0,108125,100
"150","id_784886","CONSTRUCCIÓN CALLE VIA PRINCIPAL DE LA VEREDA CHAJAL DEL MUNICIPIO DE SAN ANDRES DE  TUMACO","Nariño - Tumaco","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",99.89,98.66,"Cerrado","Terminado",2019,375610,0,0,375610,100
"151","id_1010779","PAVIMENTACIÓN MEDIANTE EL USO DE PLACA HUELLA DE UN TRAMO DE LA VÍA VEREDA MOHECHIZA ALTO SECTOR URBANIZACIÓN MOHECHIZA - ESCUELA MOHECHIZA ALTO   YACUANQUER","Nariño - Yacuanquer","Pacifico","Nariño","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.64,"Cerrado","Terminado",2019,228958,0,0,228958,100
"152","id_590542","CONSTRUCCIÓN PUENTE VEHICULAR SOBRE LA QUEBRADA GRANDE VEREDA BRISAS DEL TARRA EN EL MUNICIPIO DE ABREGO,   NORTE DE SANTANDER","Norte De Santander - Abrego","Centro Oriente","Norte De Santander","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.96,"Cerrado","Terminado",2018,325023,0,0,325023,100
"153","id_589998","CONSTRUCCIÓN DE PLACA HUELLA EN LA VEREDA PEDREGAL, DEL MUNICIPIO DE   CUCUTILLA, NORTE DE SANTANDER","Norte De Santander - Cucutilla","Centro Oriente","Norte De Santander","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,99.99,"Cerrado","Terminado",2018,111300,0,0,111300,100
"154","id_510510","MEJORAMIENTO DE VÍAS MEDIANTE EL USO DE PLACA HUELLAS EN LOS SECTORES LA HAMACA-BUENAVISTA Y LA HAMACA- SEPULTURAS, PERTENECIENTES A LA RED TERCIARIA DEL MUNICIPO DE   DURANIA, NORTE DE SANTANDER","Norte De Santander - Durania","Centro Oriente","Norte De Santander","Transporte","Infraestructura Red Vial Regional","Red Vial Terciaria",100,100,"Cerrado","Terminado",2018,332207,0,0,332207,100
